index,dialog_id,unique_id,role,content,intent,music_attribute
2469,8a3e6f1ec7dad246,8a3e6f1ec7dad246:3:system,system,awesome is there anything else I can help you find?,['sympathetic_response'],['none']
2470,8a3e6f1ec7dad246,8a3e6f1ec7dad246:4:user,user,Maybe a last few from the beatles with an upbeat melody?,['add_filter'],['artist']
2471,8a3e6f1ec7dad246,8a3e6f1ec7dad246:4:system,system,[MUSIC]Here are your songs.,['passive_recommend'],['none']
2472,ccf5d4f64717e12f,ccf5d4f64717e12f:0:user,user,"hello, i want to go shopping , can you make me a playlist","['initial_query', 'greeting', 'add_filter']",['theme']
2473,ccf5d4f64717e12f,ccf5d4f64717e12f:0:system,system,Sure! Any era or genre I should select music from?,"['detail_attribute_request', 'sympathetic_response']","['year', 'genre']"
2474,ccf5d4f64717e12f,ccf5d4f64717e12f:1:user,user,i like Nigerian songs,['add_filter'],['culture']
2475,ccf5d4f64717e12f,ccf5d4f64717e12f:1:system,system,"[MUSIC]Ok, here are a few to start with",['passive_recommend'],['none']
2476,ccf5d4f64717e12f,ccf5d4f64717e12f:2:user,user,"thank you, can you add some of Arya Starr","['add_filter', 'accept_response']",['artist']
2477,ccf5d4f64717e12f,ccf5d4f64717e12f:2:system,system,[MUSIC]Defintely! Here are some Arya Starr songs!,"['parroting_response', 'sympathetic_response', 'passive_recommend']",['artist']
2478,ccf5d4f64717e12f,ccf5d4f64717e12f:3:user,user,"thank you, i also like ckay","['add_filter', 'accept_response']",['artist']
2479,ccf5d4f64717e12f,ccf5d4f64717e12f:3:system,system,[MUSIC]Sounds good! A selecction of ckay songs now added,"['parroting_response', 'sympathetic_response', 'passive_recommend']",['artist']
2480,2bd022cb58719f36,2bd022cb58719f36:0:user,user,"Hello, I want to create a sex playlist for some cozy time with my partner","['initial_query', 'greeting', 'add_filter']",['theme']
2481,2bd022cb58719f36,2bd022cb58719f36:0:system,system,[MUSIC]Here are some tracks to inspire those intimate moments.,"['parroting_response', 'passive_recommend']",['mood']
2482,2bd022cb58719f36,2bd022cb58719f36:1:user,user,Nice! Got any Marvin Gaye?,"['add_filter', 'accept_response']",['artist']
2483,2bd022cb58719f36,2bd022cb58719f36:1:system,system,[MUSIC]Here is some Marvin Gaye,"['parroting_response', 'passive_recommend']",['artist']
2484,2bd022cb58719f36,2bd022cb58719f36:2:user,user,Got anything from Keith Sweat or Tank?,['add_filter'],['artist']
2485,2bd022cb58719f36,2bd022cb58719f36:2:system,system,[MUSIC]Here is some from both :D,"['parroting_response', 'sympathetic_response', 'passive_recommend']",['none']
2486,2bd022cb58719f36,2bd022cb58719f36:3:user,user,Can we add some songs by Bobby V?,['add_filter'],['artist']
2487,2bd022cb58719f36,2bd022cb58719f36:3:system,system,[MUSIC]Here is some Bobby V,"['parroting_response', 'passive_recommend']",['artist']
2488,2bd022cb58719f36,2bd022cb58719f36:4:user,user,"Lastly, can we add some Tyrese or Trey Songz to finish off the playlist",['add_filter'],['artist']
2489,2bd022cb58719f36,2bd022cb58719f36:4:system,system,[MUSIC]Here is some from Both.,"['parroting_response', 'passive_recommend']",['none']
2490,9e657e49e2f74b18,9e657e49e2f74b18:0:user,user,"hi, can i get a playlist for running","['initial_query', 'greeting', 'add_filter']",['theme']
2491,9e657e49e2f74b18,9e657e49e2f74b18:0:system,system,"Yes, you can! What sort of music do you want to hear?","['detail_attribute_request', 'sympathetic_response']",['genre']
2492,9e657e49e2f74b18,9e657e49e2f74b18:1:user,user,i would like to listen to bebe rexha,['add_filter'],['artist']
2493,9e657e49e2f74b18,9e657e49e2f74b18:1:system,system,[MUSIC]Here is a selection of songs to get you started while I compile more!,"['sympathetic_response', 'passive_recommend']",['none']
2494,9e657e49e2f74b18,9e657e49e2f74b18:2:user,user,thank you,['accept_response'],['none']
2495,9e657e49e2f74b18,9e657e49e2f74b18:2:system,system,[MUSIC]I found a few more tracks to add to your list!,"['sympathetic_response', 'active_recommend']",['track']
2496,9e657e49e2f74b18,9e657e49e2f74b18:3:user,user,"please, add more of david guettaa",['add_filter'],['artist']
2497,9e657e49e2f74b18,9e657e49e2f74b18:3:system,system,"[MUSIC]Excellent artist, I have added some of his songs!","['parroting_response', 'sympathetic_response', 'passive_recommend']",['artist']
2498,9e657e49e2f74b18,9e657e49e2f74b18:4:user,user,"thank you, i love them.",['accept_response'],['none']
2499,9e657e49e2f74b18,9e657e49e2f74b18:4:system,system,"Once completed, we can make another playlist!",['others'],['none']
2500,0a64e5523ee672d1,0a64e5523ee672d1:0:user,user,Hi! please can i have some classical music list to listen to?,"['initial_query', 'greeting', 'add_filter']",['genre']
2501,0a64e5523ee672d1,0a64e5523ee672d1:0:system,system,[MUSIC]Of course! Here are some classical songs to start your playlist!,"['parroting_response', 'sympathetic_response', 'passive_recommend']",['genre']
2502,0a64e5523ee672d1,0a64e5523ee672d1:1:user,user,these are awesome. can i also have some by handel?,"['add_filter', 'accept_response']",['artist']
2503,0a64e5523ee672d1,0a64e5523ee672d1:1:system,system,[MUSIC]These are the results that populated. Nothing directly by Handel. Are these okay?,"['feedback_request', 'parroting_response', 'passive_recommend']",['artist']
2504,0a64e5523ee672d1,0a64e5523ee672d1:2:user,user,please can you add a little bit of Katherin jenkins,['add_filter'],['artist']
2505,0a64e5523ee672d1,0a64e5523ee672d1:2:system,system,[MUSIC]You got it! I have added some songs by her,"['parroting_response', 'sympathetic_response', 'passive_recommend']",['artist']
2506,0a64e5523ee672d1,0a64e5523ee672d1:3:user,user,nice. thank you,['accept_response'],['none']
2507,0a64e5523ee672d1,0a64e5523ee672d1:3:system,system,[MUSIC]I have also added some similar artists to her to finish up the playlist.,"['parroting_response', 'active_recommend']",['artist']
2508,c684b5e27772d054,c684b5e27772d054:0:user,user,I want to create an old rap songs playlist,"['initial_query', 'add_filter']","['year', 'genre']"
2509,c684b5e27772d054,c684b5e27772d054:0:system,system,[MUSIC]Hey how do you like these songs?,"['passive_recommend', 'feedback_request']",['none']
2510,c684b5e27772d054,c684b5e27772d054:1:user,user,I don't like them. Add 8 ball & mjg,"['reject_response', 'add_filter']",['artist']
2511,c684b5e27772d054,c684b5e27772d054:1:system,system,[MUSIC]I got it how about these?,"['passive_recommend', 'feedback_request']",['none']
2512,c684b5e27772d054,c684b5e27772d054:2:user,user,Add more 8ball and mjg,['add_filter'],['artist']
2513,c684b5e27772d054,c684b5e27772d054:2:system,system,[MUSIC]Do you like these?,"['passive_recommend', 'feedback_request']",['none']
2514,c684b5e27772d054,c684b5e27772d054:3:user,user,can you add just like candy by 8ball and mjg,['add_filter'],['track']
2515,c684b5e27772d054,c684b5e27772d054:3:system,system,[MUSIC]Good choice. who else do you like to listen to?,"['sympathetic_response', 'passive_recommend', 'detail_attribute_request']",['none']
2516,c684b5e27772d054,c684b5e27772d054:4:user,user,Twista,['add_filter'],['artist']
2517,c684b5e27772d054,c684b5e27772d054:4:system,system,[MUSIC]Are these songs you like?,"['passive_recommend', 'feedback_request']",['none']
2518,c684b5e27772d054,c684b5e27772d054:5:user,user,add ludacris,['add_filter'],['artist']
2519,c684b5e27772d054,c684b5e27772d054:5:system,system,[MUSIC]One of the best to do it! Do you like these songs?,"['passive_recommend', 'feedback_request']",['none']
2520,c684b5e27772d054,c684b5e27772d054:6:user,user,add do or die song,['add_filter'],['track']
2521,c684b5e27772d054,c684b5e27772d054:6:system,system,[MUSIC]These songs?,"['passive_recommend', 'feedback_request']",['none']
2522,c684b5e27772d054,c684b5e27772d054:7:user,user,Yes and can you add bone thugs and harmony,"['accept_response', 'add_filter']",['artist']
2523,c684b5e27772d054,c684b5e27772d054:7:system,system,[MUSIC]It's almost the first of the month! Anything else?,"['passive_recommend', 'detail_attribute_request']",['none']
2524,c684b5e27772d054,c684b5e27772d054:8:user,user,Yes add some Outkast,['add_filter'],['artist']
2525,c684b5e27772d054,c684b5e27772d054:8:system,system,[MUSIC]Good choice. do you like these songs?,"['sympathetic_response', 'passive_recommend']",['none']
2526,3a953d55f723b6aa,3a953d55f723b6aa:0:user,user,I want to create an Afrobeat playlist to entertain my friends,"['initial_query', 'add_filter']",['genre']
2527,3a953d55f723b6aa,3a953d55f723b6aa:0:system,system,[MUSIC]Here are some Afrobeats music,"['parroting_response', 'passive_recommend']",['genre']
2528,3a953d55f723b6aa,3a953d55f723b6aa:1:user,user,These are awesome. Lets add some songs from Omah Lay to the list,"['add_filter', 'accept_response']",['artist']
2529,3a953d55f723b6aa,3a953d55f723b6aa:1:system,system,[MUSIC]Here is some Omah Lay,"['parroting_response', 'passive_recommend']",['artist']
2530,3a953d55f723b6aa,3a953d55f723b6aa:2:user,user,Wonderful! Got any new stuff from Asake or Tiwa Savage?,"['add_filter', 'accept_response']",['artist']
2531,3a953d55f723b6aa,3a953d55f723b6aa:2:system,system,[MUSIC]Here is some Asake and Tiwa Savage,"['parroting_response', 'passive_recommend']",['artist']
2532,3a953d55f723b6aa,3a953d55f723b6aa:3:user,user,Nice! Loving this selections. Can we add ssome Burna Boy to the list,"['add_filter', 'accept_response']",['artist']
2533,3a953d55f723b6aa,3a953d55f723b6aa:3:system,system,[MUSIC]Here is some Burna Boy,"['parroting_response', 'passive_recommend']",['artist']
2534,3a953d55f723b6aa,3a953d55f723b6aa:4:user,user,Lastly please kindly include some Rema and Magixx to the list,['add_filter'],['artist']
2535,3a953d55f723b6aa,3a953d55f723b6aa:4:system,system,[MUSIC]Here are your songs.,['passive_recommend'],['none']
2536,d31088a6cc2f57d9,d31088a6cc2f57d9:0:user,user,"Hi, I want to create a playlist to vibe to while busy with work!","['initial_query', 'greeting', 'add_filter']",['theme']
2537,d31088a6cc2f57d9,d31088a6cc2f57d9:0:system,system,[MUSIC]throwbacks,['passive_recommend'],['none']
2538,d31088a6cc2f57d9,d31088a6cc2f57d9:1:user,user,"No, something more recent! Please give me multiple options to choose from!","['reject_response', 'add_filter']",['year']
2539,d31088a6cc2f57d9,d31088a6cc2f57d9:1:system,system,[MUSIC]Here are some popular newer songs,"['passive_recommend', 'parroting_response']","['year', 'popularity']"
2540,d31088a6cc2f57d9,d31088a6cc2f57d9:2:user,user,Now were talking! I love these! Can I get something from The Migos?,"['add_filter', 'accept_response']",['artist']
2541,d31088a6cc2f57d9,d31088a6cc2f57d9:2:system,system,[MUSIC]Yes I have added the Migos and a few others,"['passive_recommend', 'parroting_response']",['artist']
2542,d31088a6cc2f57d9,d31088a6cc2f57d9:3:user,user,I love these songs! Can we add some songs from Akon too?,"['add_filter', 'accept_response']",['artist']
2543,d31088a6cc2f57d9,d31088a6cc2f57d9:3:system,system,[MUSIC]oh yes! I forgot about Akon. Lets get him added. How about some T pain?,"['passive_recommend', 'parroting_response', 'detail_attribute_request']",['artist']
2544,d31088a6cc2f57d9,d31088a6cc2f57d9:4:user,user,Yes! Some T-Pain would be nice.,"['add_filter', 'accept_response']",['artist']
2545,d31088a6cc2f57d9,d31088a6cc2f57d9:4:system,system,[MUSIC]Here is some T pain to finish off the playlist!,"['passive_recommend', 'active_recommend']",['artist']
2546,e40daf1382ca9cc5,e40daf1382ca9cc5:0:user,user,"Hi, I want to create an electropop music playlist","['initial_query', 'greeting', 'add_filter']",['genre']
2547,e40daf1382ca9cc5,e40daf1382ca9cc5:0:system,system,[MUSIC]Here is some electropop,"['parroting_response', 'passive_recommend']",['genre']
2548,e40daf1382ca9cc5,e40daf1382ca9cc5:1:user,user,Please include some Tiesto songs to the list,['add_filter'],['artist']
2549,e40daf1382ca9cc5,e40daf1382ca9cc5:1:system,system,[MUSIC]Here is some Tiesto,"['parroting_response', 'passive_recommend']",['artist']
2550,e40daf1382ca9cc5,e40daf1382ca9cc5:2:user,user,Can I get some songs from Calvin Harris and be sure to include the song Sweet Nothing featuring Florence Welch,['add_filter'],"['track', 'artist']"
2551,e40daf1382ca9cc5,e40daf1382ca9cc5:2:system,system,[MUSIC]Here is some Calvin Harris,"['parroting_response', 'passive_recommend']",['artist']
2552,e40daf1382ca9cc5,e40daf1382ca9cc5:3:user,user,I love these. Can we add some songs from Avicii?,"['add_filter', 'accept_response']",['artist']
2553,e40daf1382ca9cc5,e40daf1382ca9cc5:3:system,system,[MUSIC]Here is some Avicii,"['parroting_response', 'passive_recommend']",['artist']
2554,e40daf1382ca9cc5,e40daf1382ca9cc5:4:user,user,Thank you! Please kindly add some songs from Skrillex and Nicky Romero,"['add_filter', 'accept_response']",['artist']
2555,e40daf1382ca9cc5,e40daf1382ca9cc5:4:system,system,[MUSIC]Here are your songs.,['passive_recommend'],['none']
2556,c23d6ec5dc034cd6,c23d6ec5dc034cd6:0:user,user,i would like a playlist for chilling,"['initial_query', 'add_filter']",['theme']
2557,c23d6ec5dc034cd6,c23d6ec5dc034cd6:0:system,system,[MUSIC]I added a few songs from a popular lofi artist.,"['parroting_response', 'passive_recommend']","['artist', 'genre']"
2558,c23d6ec5dc034cd6,c23d6ec5dc034cd6:1:user,user,"i love these, can i get more similar songs?","['continue', 'accept_response']",['none']
2559,c23d6ec5dc034cd6,c23d6ec5dc034cd6:1:system,system,[MUSIC]I added a few more songs.,['active_recommend'],['none']
2560,c23d6ec5dc034cd6,c23d6ec5dc034cd6:2:user,user,can i please get from different artist?,"['add_filter', 'reject_response']",['artist']
2561,c23d6ec5dc034cd6,c23d6ec5dc034cd6:2:system,system,[MUSIC]I added a few more songs from a new artist.,"['parroting_response', 'passive_recommend']",['artist']
2562,c23d6ec5dc034cd6,c23d6ec5dc034cd6:3:user,user,can i get a mix from post malone,['add_filter'],['artist']
2563,c23d6ec5dc034cd6,c23d6ec5dc034cd6:3:system,system,[MUSIC]I added a mix from Post Malone.,"['parroting_response', 'passive_recommend']",['artist']
2564,03e915a72ddda6ed,03e915a72ddda6ed:0:user,user,My kids want to hear Herman the Worm!,"['initial_query', 'add_filter']",['track']
2565,03e915a72ddda6ed,03e915a72ddda6ed:0:system,system,"[MUSIC]Ok sure, a playlist of songs from Herman the Worm, here are a few to start","['parroting_response', 'sympathetic_response', 'passive_recommend']",['track']
2566,03e915a72ddda6ed,03e915a72ddda6ed:1:user,user,Hahah these are all so different and fun! Let's play other kids songs like this,"['add_filter', 'accept_response']",['theme']
2567,03e915a72ddda6ed,03e915a72ddda6ed:1:system,system,"[MUSIC]Ok, here are a few",['passive_recommend'],['none']
2568,03e915a72ddda6ed,03e915a72ddda6ed:2:user,user,Can you play the Gummi Bear song too? That song is a must for kids playlists!,['add_filter'],['track']
2569,03e915a72ddda6ed,03e915a72ddda6ed:2:system,system,[MUSIC]Sure! A couple of different versions now added,"['sympathetic_response', 'passive_recommend']",['none']
2570,03e915a72ddda6ed,03e915a72ddda6ed:3:user,user,"haha, perfect! let's play some dinosaur themed kids songs too","['add_filter', 'accept_response']",['theme']
2571,03e915a72ddda6ed,03e915a72ddda6ed:3:system,system,"[MUSIC]Ok, here are some dinosaur themed kids songs","['parroting_response', 'passive_recommend']",['theme']
2572,03e915a72ddda6ed,03e915a72ddda6ed:4:user,user,Love these songs! And the kids are dancing around - they love them too. let's keep this going!,"['continue', 'accept_response']",['user']
2573,03e915a72ddda6ed,03e915a72ddda6ed:4:system,system,[MUSIC]Great! Here are more.,"['sympathetic_response', 'active_recommend']",['none']
2574,432c898c630888ca,432c898c630888ca:0:user,user,"Hi, I'd love to create a playlist for Jazz songs","['initial_query', 'greeting', 'add_filter']",['genre']
2575,432c898c630888ca,432c898c630888ca:0:system,system,Sure! Any particular era or subgenre of jazz to pull songs from?,['detail_attribute_request'],"['year', 'genre']"
2576,432c898c630888ca,432c898c630888ca:1:user,user,Yeah...any renditions from the 2000s would do,['add_filter'],['year']
2577,432c898c630888ca,432c898c630888ca:1:system,system,"[MUSIC]Ok, here are a few from the 2000's",['passive_recommend'],['year']
2578,432c898c630888ca,432c898c630888ca:2:user,user,can we add some songs by Blue Lab Beats?,['add_filter'],['artist']
2579,432c898c630888ca,432c898c630888ca:2:system,system,[MUSIC]Sure! Here are som e songs by Blue Lab Beats,['passive_recommend'],['artist']
2580,432c898c630888ca,432c898c630888ca:3:user,user,Nicee..can we add songs by Jazztronik also?,"['add_filter', 'accept_response']",['artist']
2581,432c898c630888ca,432c898c630888ca:3:system,system,[MUSIC]Jazztronik songs now included!,['passive_recommend'],['artist']
2582,432c898c630888ca,432c898c630888ca:4:user,user,I'd love some bobby Mcferrin songs too,['add_filter'],['artist']
2583,432c898c630888ca,432c898c630888ca:4:system,system,[MUSIC]Ok great! A selection of Bobby McFerrin songs have been a dded,"['sympathetic_response', 'passive_recommend']",['artist']
2584,599cd4be919a5417,599cd4be919a5417:0:user,user,"Hii, I would love to create a playlist","['initial_query', 'greeting']",['none']
2585,599cd4be919a5417,599cd4be919a5417:0:system,system,Happy to help! Any genre or artist preference?,"['detail_attribute_request', 'sympathetic_response']","['artist', 'genre']"
2586,599cd4be919a5417,599cd4be919a5417:1:user,user,I like pop a lot,['add_filter'],['genre']
2587,599cd4be919a5417,599cd4be919a5417:1:system,system,[MUSIC]Awesome choice! Any other preference?,"['detail_attribute_request', 'sympathetic_response', 'passive_recommend']",['none']
2588,599cd4be919a5417,599cd4be919a5417:2:user,user,These are niiice:) Let's throw in some the weeknd,"['add_filter', 'accept_response']",['artist']
2589,599cd4be919a5417,599cd4be919a5417:2:system,system,[MUSIC]I have added more songs to the list. May I ask why did you thumb down a couple of Justin Timberlake's songs? It helps me filter out what you don't like and give you better suggestions,"['feedback_request', 'passive_recommend']",['artist']
2590,599cd4be919a5417,599cd4be919a5417:3:user,user,"I don't really like Justin Timber lake, I prefer the weeknd and justin bieber, how about we get more of them :)","['add_filter', 'remove_filter', 'reject_response']",['artist']
2591,599cd4be919a5417,599cd4be919a5417:3:system,system,[MUSIC]I see. I'm glad to help with that. I added a few more songs to the list. Any other artist?,"['detail_attribute_request', 'sympathetic_response', 'passive_recommend']",['artist']
2592,599cd4be919a5417,599cd4be919a5417:4:user,user,Thanks:) Yeah let's wrap it up by adding a few Tory Lanez to the playlist,"['add_filter', 'accept_response']",['artist']
2593,599cd4be919a5417,599cd4be919a5417:4:system,system,[MUSIC],['passive_recommend'],['none']
2594,594a2eeb18232f03,594a2eeb18232f03:0:user,user,holla,['greeting'],['none']
2595,594a2eeb18232f03,594a2eeb18232f03:0:system,system,Hey there. What artists can I pull up for you today to make a jamming playlist??,"['detail_attribute_request', 'sympathetic_response']",['artist']
2596,594a2eeb18232f03,594a2eeb18232f03:1:user,user,lets play 50 cent,['add_filter'],['artist']
2597,594a2eeb18232f03,594a2eeb18232f03:1:system,system,[MUSIC]Sure. Check these out.,"['sympathetic_response', 'passive_recommend']",['none']
2598,594a2eeb18232f03,594a2eeb18232f03:2:user,user,lets keep it on 50 cent,['continue'],['artist']
2599,594a2eeb18232f03,594a2eeb18232f03:2:system,system,"[MUSIC]Ok, here are some more for you.",['active_recommend'],['none']
2600,594a2eeb18232f03,594a2eeb18232f03:3:user,user,lets add some usher's songs,['add_filter'],['artist']
2601,594a2eeb18232f03,594a2eeb18232f03:3:system,system,[MUSIC]OK. Check these out. Hope ya like em.,"['sympathetic_response', 'passive_recommend']",['none']
2602,594a2eeb18232f03,594a2eeb18232f03:4:user,user,yea liking every hit. add some more,"['continue', 'accept_response']",['none']
2603,594a2eeb18232f03,594a2eeb18232f03:4:system,system,[MUSIC]Great.,"['sympathetic_response', 'active_recommend']",['none']
2604,18d152001dfb35e3,18d152001dfb35e3:0:user,user,"Hello, can I listen to Taylor Swift's newest album please","['initial_query', 'greeting', 'add_filter']","['artist', 'year']"
2605,18d152001dfb35e3,18d152001dfb35e3:0:system,system,"[MUSIC]Hey there. Sure, here are some for you.","['sympathetic_response', 'passive_recommend']",['none']
2606,18d152001dfb35e3,18d152001dfb35e3:1:user,user,how many tracks are in this album,['item_attribute_question'],['track']
2607,18d152001dfb35e3,18d152001dfb35e3:1:system,system,[MUSIC]There was only 1 more listed to add.,"['passive_recommend', 'item_attribute_answer']",['none']
2608,18d152001dfb35e3,18d152001dfb35e3:2:user,user,what is the album right before that,['item_attribute_question'],['none']
2609,18d152001dfb35e3,18d152001dfb35e3:2:system,system,[MUSIC]I added some older songs by her.,"['parroting_response', 'passive_recommend']",['year']
2610,18d152001dfb35e3,18d152001dfb35e3:3:user,user,Can I listen to John Mayer's most recent album?,['add_filter'],"['artist', 'year']"
2611,18d152001dfb35e3,18d152001dfb35e3:3:system,system,[MUSIC]Only 1 new one listed,['passive_recommend'],['none']
2612,0e6eb627b2d72518,0e6eb627b2d72518:0:user,user,can you play tesla,"['initial_query', 'add_filter']",['artist']
2613,0e6eb627b2d72518,0e6eb627b2d72518:0:system,system,[MUSIC]Here are results for tesla,"['parroting_response', 'passive_recommend']",['artist']
2614,0e6eb627b2d72518,0e6eb627b2d72518:1:user,user,how about if we add ugly kid joe,['add_filter'],['artist']
2615,0e6eb627b2d72518,0e6eb627b2d72518:1:system,system,[MUSIC]Here is some ugly kid joe,"['parroting_response', 'passive_recommend']",['artist']
2616,0e6eb627b2d72518,0e6eb627b2d72518:2:user,user,how about white lion,['add_filter'],['artist']
2617,0e6eb627b2d72518,0e6eb627b2d72518:2:system,system,[MUSIC]Here are results for white lion,"['parroting_response', 'passive_recommend']",['artist']
2618,0e6eb627b2d72518,0e6eb627b2d72518:3:user,user,how about the band named Live,['add_filter'],['artist']
2619,0e6eb627b2d72518,0e6eb627b2d72518:3:system,system,"[MUSIC]unfortunately the band ""Live"" is not in our database at this time.","['parroting_response', 'passive_recommend', 'others']",['artist']
2620,0e6eb627b2d72518,0e6eb627b2d72518:4:user,user,do you have the song Lightning Crashes,['add_filter'],['track']
2621,0e6eb627b2d72518,0e6eb627b2d72518:4:system,system,"[MUSIC]hmm interesting, it can find the bad when the song name is said, but not when i search for them. I blame the generic name","['sympathetic_response', 'passive_recommend']",['none']
2622,a393740d85fb4717,a393740d85fb4717:0:user,user,"hello, i'm going on a road trip, can you make a playlist for me","['initial_query', 'greeting', 'add_filter']",['theme']
2623,a393740d85fb4717,a393740d85fb4717:0:system,system,Sure! Lets make you a killer playlist for your road trip. What genres are we thinking?,"['detail_attribute_request', 'parroting_response', 'sympathetic_response']",['genre']
2624,a393740d85fb4717,a393740d85fb4717:1:user,user,"i,m thinking some of Nigerians recent hit songs",['add_filter'],"['year', 'popularity', 'culture']"
2625,a393740d85fb4717,a393740d85fb4717:1:system,system,[MUSIC]Here are some hit songs from Nigeria to start. Do you have any favorite artists we can add?,"['detail_attribute_request', 'parroting_response', 'passive_recommend']","['artist', 'popularity', 'culture']"
2626,a393740d85fb4717,a393740d85fb4717:2:user,user,awesome!!. i like victony,"['add_filter', 'accept_response']",['artist']
2627,a393740d85fb4717,a393740d85fb4717:2:system,system,"[MUSIC]Great! It looks like they have a new album, so I have added some songs. What do you think about those?","['feedback_request', 'sympathetic_response', 'passive_recommend']","['artist', 'year']"
2628,a393740d85fb4717,a393740d85fb4717:3:user,user,these are really cool seletion,['accept_response'],['none']
2629,a393740d85fb4717,a393740d85fb4717:3:system,system,[MUSIC]Good to hear. Here are a few more recommendations.,"['sympathetic_response', 'active_recommend']",['none']
2630,ba3b20d394a0c54d,ba3b20d394a0c54d:0:user,user,"Hi, I have had a long day. Let's make a relaxing playlist.","['initial_query', 'greeting', 'add_filter']","['theme', 'mood']"
2631,ba3b20d394a0c54d,ba3b20d394a0c54d:0:system,system,[MUSIC]How about these?,"['feedback_request', 'passive_recommend']",['none']
2632,ba3b20d394a0c54d,ba3b20d394a0c54d:1:user,user,I like this let's find some more like this.,"['continue', 'accept_response']",['none']
2633,ba3b20d394a0c54d,ba3b20d394a0c54d:1:system,system,[MUSIC]Good choice,"['sympathetic_response', 'active_recommend']",['none']
2634,ba3b20d394a0c54d,ba3b20d394a0c54d:2:user,user,Yeah. this is what I am looking for. Lets have a few more.,"['continue', 'accept_response']",['none']
2635,ba3b20d394a0c54d,ba3b20d394a0c54d:2:system,system,[MUSIC]I hope you like these,"['sympathetic_response', 'active_recommend']",['none']
2636,ba3b20d394a0c54d,ba3b20d394a0c54d:3:user,user,These are good maybe just a couple more. and we should have it.,"['continue', 'accept_response']",['none']
2637,ba3b20d394a0c54d,ba3b20d394a0c54d:3:system,system,[MUSIC]Try these,"['sympathetic_response', 'active_recommend']",['none']
2638,ba3b20d394a0c54d,ba3b20d394a0c54d:4:user,user,"These are good maybe a few more Duke Ellington and some Chet Barker and we should have it,","['add_filter', 'accept_response']",['artist']
2639,ba3b20d394a0c54d,ba3b20d394a0c54d:4:system,system,[MUSIC]Good choice,"['sympathetic_response', 'active_recommend']",['none']
2640,e3eea55b0b66b7a7,e3eea55b0b66b7a7:0:user,user,Create a rock playlist to dance to.,"['initial_query', 'add_filter']","['theme', 'genre']"
2641,e3eea55b0b66b7a7,e3eea55b0b66b7a7:0:system,system,[MUSIC]of course,"['sympathetic_response', 'passive_recommend']",['none']
2642,e3eea55b0b66b7a7,e3eea55b0b66b7a7:1:user,user,thanks. Can i hear more the kinks please?,"['add_filter', 'accept_response']",['artist']
2643,e3eea55b0b66b7a7,e3eea55b0b66b7a7:1:system,system,[MUSIC]Here's some more of The Kinks :),"['parroting_response', 'passive_recommend']",['artist']
2644,e3eea55b0b66b7a7,e3eea55b0b66b7a7:2:user,user,Cool! Thanks. Can I hear some Black Sabboth now?,"['add_filter', 'accept_response']",['artist']
2645,e3eea55b0b66b7a7,e3eea55b0b66b7a7:2:system,system,[MUSIC]Here's some Black Sabbath,"['parroting_response', 'passive_recommend']",['artist']
2646,e3eea55b0b66b7a7,e3eea55b0b66b7a7:3:user,user,Can I also hear some Rolling Stones?,['add_filter'],['artist']
2647,e3eea55b0b66b7a7,e3eea55b0b66b7a7:3:system,system,[MUSIC]of course,"['sympathetic_response', 'passive_recommend']",['none']
2648,14d9c116690888fe,14d9c116690888fe:0:user,user,"hi, can i get a playlist to lift my mood","['initial_query', 'greeting', 'add_filter']",['mood']
2649,14d9c116690888fe,14d9c116690888fe:0:system,system,[MUSIC]I added a few songs you may like,['passive_recommend'],['none']
2650,14d9c116690888fe,14d9c116690888fe:1:user,user,"these are really great, can you please add beyonce?","['add_filter', 'accept_response']",['artist']
2651,14d9c116690888fe,14d9c116690888fe:1:system,system,[MUSIC]I added a few Beyonce songs.,"['parroting_response', 'passive_recommend']",['artist']
2652,14d9c116690888fe,14d9c116690888fe:2:user,user,"thank you, i really like cuff it, can you add similar songs?","['add_filter', 'accept_response']",['similar_track']
2653,14d9c116690888fe,14d9c116690888fe:2:system,system,[MUSIC]I added some more Beyonce songs.,"['parroting_response', 'passive_recommend']",['artist']
2654,14d9c116690888fe,14d9c116690888fe:3:user,user,"i did mean moore of beyonce, i meant similar songs to CUFF IT","['remove_filter', 'reject_response', 'add_filter']","['artist', 'similar_track']"
2655,14d9c116690888fe,14d9c116690888fe:3:system,system,"Apologies, I meant I added more songs similar to CUFF IT.",['sympathetic_response'],['track']
2656,14d9c116690888fe,14d9c116690888fe:4:user,user,"thank you, please add more","['continue', 'accept_response']",['none']
2657,14d9c116690888fe,14d9c116690888fe:4:system,system,[MUSIC]I added some more songs you may enjoy from Beyonce.,"['parroting_response', 'passive_recommend']",['artist']
2658,0a16a8844026504b,0a16a8844026504b:0:user,user,"hello, i'm having my friends over for a house party, can you make me a playlist","['initial_query', 'greeting', 'add_filter']","['user', 'theme']"
2659,0a16a8844026504b,0a16a8844026504b:0:system,system,[MUSIC]Hello! Happy to help. Here are some popular house party songs. Check them out! Let me know if you have a preference in terms of artist or genre.,"['detail_attribute_request', 'parroting_response', 'sympathetic_response', 'passive_recommend']","['artist', 'popularity', 'theme', 'genre']"
2660,0a16a8844026504b,0a16a8844026504b:1:user,user,"i like them, can you ad some of Megan the stallion","['add_filter', 'accept_response']",['artist']
